x,y,theta
0.24661002639247362,-0.0012335958027555611,0.8622673883226671
0.24660999352665994,-0.0012337232299935103,0.8622674932283947
0.24660994649504506,-0.0012337895062700284,0.8622675665548348
0.24660993135009995,-0.0012337253985279305,0.8622675979563651
0.24660992711607843,-0.0012336660337507088,0.8622676424413446
0.2466099382742755,-0.0012336246539762243,0.8622677019257179
0.24660997520484718,-0.0012336310957262783,0.8622677935119708
0.24661010578622122,-0.0012335332584739792,0.8622678804304853
0.24661010859190585,-0.001233576245646193,0.8622679706134778
0.24661008257407782,-0.001233651188068207,0.862268055382631
0.24661002573816485,-0.00123375817002147,0.8622681415197437
0.24660991097609206,-0.0012337820590965802,0.8622681659724865
0.24660979843024314,-0.001233744741356746,0.8622681665788742
0.24660975536620797,-0.0012336738344166697,0.8622681833046014
0.24660980544950992,-0.0012336376451497861,0.8622682631058263
0.24660997515353167,-0.0012336679507401799,0.8622684193665768
0.24661012702041163,-0.0012337414168013348,0.8622685966699922
0.24661017791719397,-0.0012337453113686711,0.8622686905569512
0.2466101197700634,-0.0012337127858197778,0.8622687214611777
0.2466099814057113,-0.001233636925166705,0.8622686948579629
0.2466098199612706,-0.0012336069982496812,0.8622686737989164
0.24660977538550083,-0.001233618914241438,0.8622687215956513
0.24660984437369504,-0.0012336684389381287,0.862268843635467
0.246609948047952,-0.0012337593610316224,0.8622689941763684
0.24661003287130925,-0.0012338226454714585,0.8622691341271148
0.24661002781170105,-0.001233769214930638,0.8622691779194094
0.2466099546910941,-0.0012336751140234264,0.8622691730704808
0.24660985908515698,-0.001233623464785979,0.8622691768591358
0.24660982780028562,-0.0012336170363477406,0.8622692240226493
0.24660988486588925,-0.001233680375053904,0.8622693499138991
0.24660997813599214,-0.0012337803751664238,0.8622695036687983
0.24661002610591606,-0.0012338589868945585,0.8622696260467381
0.24661001633426774,-0.0012338961715373268,0.8622697066727035
0.24660996106302863,-0.0012338164440261234,0.8622697148732765
0.24660986656763317,-0.0012337050889074212,0.8622696933804365
0.24660979620485696,-0.001233633017753775,0.8622696960454669
0.24660984019608054,-0.001233665151608703,0.8622697972153124
0.246609919996241,-0.0012337530257717354,0.8622699428478487
0.24660997377483013,-0.0012338235255712141,0.8622700624157975
0.24660998579586285,-0.0012338469902701435,0.8622701466831655
0.2466099359697895,-0.0012338210062856196,0.8622701836643235
0.24660985592383225,-0.0012337426452177505,0.8622701793101363
0.24660983771982176,-0.0012336909194102335,0.8622702178551797
0.24660989349642767,-0.0012336838363674668,0.8622703077526029
0.24660996819286465,-0.0012337225323445105,0.8622704328586885
0.24661003581667976,-0.001233755609408686,0.862270544885454
0.24661013228395806,-0.0012337165733359156,0.8622706427258524
0.2466100801186964,-0.0012337040284245674,0.8622706811918748
0.2466099838706924,-0.0012337524094030725,0.8622707219129812
0.24660990623887505,-0.001233797322604253,0.8622707700846507
0.24660983844289203,-0.0012338373758844846,0.862270826006515
0.246609823574626,-0.0012338326138220492,0.8622708846581794
0.2466098687670158,-0.001233835572988224,0.8622709737874312
0.24660993389648292,-0.0012338249934546258,0.8622710716641788
0.24660997394047204,-0.0012337237801496985,0.8622711160692262
0.24660994780309162,-0.0012336656131412206,0.8622711480891756
0.24660990239852754,-0.001233652379179676,0.862271189733607
0.24660983676755605,-0.0012336819379740916,0.8622712387889818
0.24660979559999108,-0.0012337286062217654,0.8622713029585797
0.24660982890241384,-0.0012337916545881462,0.8622714109155575
0.24660992947026547,-0.001233810533703883,0.8622715372893498
0.2466099961493582,-0.0012338380922266399,0.8622716491849223
0.24660996914744066,-0.0012338206908312406,0.8622717004471244
0.24660990439439237,-0.0012337637270127364,0.8622717134067038
0.24660982377627488,-0.0012337546018310708,0.862271740390863
0.2466097667469576,-0.001233784424147545,0.8622717904099572
0.24660976576623392,-0.0012338392611931702,0.862271881071338
0.2466098397045769,-0.0012339013915298144,0.8622720067937564
0.24660989597596386,-0.0012339243219407056,0.8622721146128185
0.2466099186486538,-0.0012338979426388418,0.8622721793585177
0.24660991512265396,-0.0012338687613862472,0.8622722336335196
0.24660986625881065,-0.0012338520080307591,0.8622722722843423
0.24660981517409403,-0.001233792712033618,0.8622722917352245
0.2466098074102425,-0.0012337606634775394,0.8622723406141265
0.24660981138231686,-0.001233767885522827,0.8622724132206308
0.24660986045197686,-0.0012338031821798499,0.8622725175782325
0.24660991822988027,-0.0012338754177425005,0.862272644640156
0.24660990436853067,-0.0012338403629568125,0.8622726930363364
0.2466098655881767,-0.0012337623753482776,0.8622727086241956
0.24660981466732831,-0.0012337254247612832,0.8622727417805448
0.2466118387953171,-0.0012310877963649263,0.8606796742028822
0.24661373406458353,-0.0012283626730976204,0.8588412225108146
0.24661568160413522,-0.001226060797109891,0.8572604610069121
0.24661958577289542,-0.0012210484901732477,0.8539017850776245
0.24662331033788285,-0.001215831733114902,0.8504114956448656
0.2466271659796327,-0.0012108667138512165,0.8471150343339857
0.24663095487251296,-0.0012055830438671632,0.8436672206850191
0.24663484053750828,-0.001200528169680358,0.8403166086607818
0.24663873053385912,-0.001195426273732959,0.8369100596882043
0.24664269712242712,-0.001190408883188513,0.8335334013182524
0.2466466930245828,-0.0011853582502990003,0.8301417760736608
0.24665073325025355,-0.0011802518178099244,0.8267572018905702
0.24665468433683765,-0.0011751637263646038,0.8233694479326485
0.24665861729400373,-0.0011701276818798856,0.819982984117995
0.24666254620369116,-0.0011651471127238579,0.8165960546055424
0.2466665377329518,-0.0011602037748633235,0.8132092985377918
0.24667063769064096,-0.0011553292398025245,0.8098225858950087
0.24667476317366505,-0.0011504348668755666,0.8064358562261928
0.2466788931844325,-0.0011454692840044134,0.8030490995119517
0.24668297991632293,-0.001140510553861778,0.7996623041346149
0.24668717834745607,-0.0011354807765820735,0.7962755181304041
0.2466913247969512,-0.0011305168241420463,0.7928887242714103
0.24669543409406355,-0.0011256611752111416,0.7895019533238663
0.24669953116035498,-0.0011208527514961716,0.7861151815417758
0.2467057799665052,-0.0011137660527191138,0.7811351022207073
0.24671201602695392,-0.0011063967901341976,0.7759101079095334
0.246718350537733,-0.0010993471781177212,0.7709424381968026
0.24672691374790834,-0.0010897065917297348,0.7641968045519268
0.2467354723548183,-0.001079969817975499,0.7573198058144315
0.24674418848021906,-0.0010705808994230538,0.7506366529782313
0.24675299176497908,-0.0010610756280048277,0.743802075367956
0.2467618104828075,-0.0010518119507324586,0.737064803692751
0.24677066244919693,-0.0010425471620358366,0.7302715292356002
0.2467795409967564,-0.00103338913028179,0.7235081175540523
0.24678845590409865,-0.0010242212053561623,0.7167297174433699
0.24679742181867187,-0.0010150806446849998,0.7099583589050191
0.24680646174746232,-0.0010059969611705417,0.7031838813211552
0.24681557154825537,-0.0009969844375376667,0.6964107023391933
0.24682481807495596,-0.000988095082443544,0.6896371031113973
0.24683422659023277,-0.0009792064107876297,0.6828636686523654
0.24684360630878321,-0.0009704345421647627,0.6760902031463134
0.24685298345295725,-0.0009617580172890986,0.6693167218522738
0.24686248088797053,-0.0009530660846104847,0.6625432392440926
0.2468719017577219,-0.0009444264777269072,0.6557696855425366
0.2468813211732298,-0.0009359133787406873,0.648996147328328
0.24689093254223005,-0.0009274514482154353,0.6422226435927162
0.2469006248574124,-0.0009190975413193369,0.6354491771642375
0.24691038310872554,-0.0009107810478271326,0.6286756952169622
0.24692015471763004,-0.0009024630994391496,0.6219021598797697
0.2469299603016344,-0.0008942222083986699,0.6151286160617009
0.24693985126013734,-0.0008860937017891871,0.6083551045151728
0.2469498040340243,-0.000878064550009705,0.6015816023085268
0.24695981597841282,-0.0008701049111563241,0.5948081051073282
0.2469698717400163,-0.0008621563453259395,0.5880345598545341
0.24697997560851517,-0.0008542823595173732,0.5812610148051967
0.2469901168452048,-0.0008464893864820888,0.574487460090376
0.24700043229331364,-0.0008386926086540797,0.5677139006867844
0.24701074895697298,-0.0008309989655743299,0.5609403354143297
0.24702102827567046,-0.0008234260845252215,0.5541667638322467
0.2470314107218226,-0.0008159255700461332,0.5473931938614339
0.24704184989918992,-0.0008085885610561531,0.5406196711860606
0.24705224946224366,-0.0008013569209790617,0.5338461250166054
0.2470626961448635,-0.0007941321039226754,0.5270725341379237
0.24707313780116316,-0.0007868796794584184,0.520298863466971
0.2470837425168864,-0.0007795745466809635,0.5135251449920853
0.24709441341467725,-0.0007723869084291794,0.5067514514877163
0.24710518907992762,-0.0007653616310917768,0.49997781503644584
0.24711601870938776,-0.0007584998409513858,0.4932042244302277
0.2471268647636577,-0.0007517306468705837,0.48643062356681055
0.24713770548764188,-0.0007450425594510968,0.4796569991647766
0.24714855081646192,-0.0007384277492412255,0.47288335456820557
0.2471593850235873,-0.0007317885830469972,0.4661096343641808
0.24717028943021005,-0.0007251463714861942,0.4593358559615884
0.2471813124340006,-0.0007185355584337415,0.4525620735319674
0.24719238814570063,-0.0007120962492194169,0.44578834106184173
0.24720356230244414,-0.0007057969290990081,0.4390146450566734
0.24721476292953834,-0.0006996565277596064,0.4322409951796429
0.2472259587236283,-0.0006936046634852483,0.4254673285337223
0.24723716985585098,-0.0006874986276762181,0.41869357810689145
0.24724837089765447,-0.0006813879334762127,0.4119197540305675
0.24725963378275473,-0.0006753816824747617,0.4051459486189604
0.24727096743976995,-0.0006695062002885302,0.39837218018378795
0.24728236636598214,-0.0006637524417563103,0.39159843770160585
0.24729382581687548,-0.0006581119875084824,0.38482471814900476
0.24730532599031763,-0.0006525446060354794,0.3780509981217102
0.24731684371631205,-0.0006469829352688584,0.37127722354667547
0.24732837684360276,-0.0006414495496700872,0.364503415024175
0.24733989542031534,-0.0006360214123412835,0.3577296091323942
0.24735159495030368,-0.0006306254208706044,0.35095580213676597
0.2473633184158583,-0.0006253745282652993,0.3441820358257315
0.2473750171345519,-0.0006202143982804228,0.33740827116883093
0.24738675074642894,-0.0006151277592754794,0.3306344974017611
0.24739863271384505,-0.0006100773252533984,0.32386072193205395
0.24741042333231614,-0.0006051786871742492,0.3170869697791572
0.24742220660067388,-0.000600376854895926,0.31031322416400825
0.2474339758721718,-0.0005956572123679692,0.30353947024853795
0.24744577358276074,-0.0005909711048754863,0.2967656935384509
0.24745764353892538,-0.000586333204018989,0.2899919045975476
0.24746958266000774,-0.0005817636622099545,0.28321812292554494
0.2474815894552458,-0.0005772628367992368,0.2764443438781891
0.24749366257955982,-0.0005728309539224718,0.2696705697928737
0.24750579234207953,-0.0005685131090770865,0.2628968229421512
0.24751789570432164,-0.0005642936502946757,0.25612308831181735
0.24752997985626446,-0.0005601591559707764,0.24934934846612375
0.247542116363951,-0.0005561321620953222,0.24257563298082846
0.24755427798763047,-0.0005521474730538903,0.23580190486569957
0.24756645991964918,-0.0005481868354926621,0.22902814063237925
0.2475786794509996,-0.0005443264031366302,0.2222543940497706
0.2475909212856409,-0.0005405657966580528,0.21548066791000875
0.2476031785885685,-0.0005368877368358532,0.20870694335674927
0.24761557868421444,-0.0005333165024524363,0.20193325275228197
0.24762802819630586,-0.0005298100032788421,0.19515956023830344
0.24764036356077504,-0.0005263448665600249,0.18838583843459508
0.24765265316978044,-0.000522915403477207,0.18161207348965533
0.24766492451277627,-0.0005195897530346702,0.17483832551240086
0.24767721671041276,-0.0005163885963700018,0.168064601980975
0.24768959171312593,-0.0005133601352997468,0.16129094412415568
0.2477020332609316,-0.0005104293378192681,0.15451730585675338
0.24771453389599998,-0.0005075143013138568,0.14774363337971902
0.24772717946984554,-0.0005046378184127493,0.14096993884133288
0.2477398171556395,-0.0005018434993544358,0.13419625017284623
0.24775234804014964,-0.0004990931091784532,0.12742253319824245
0.24776483986072612,-0.00049637804164465,0.12064877393368131
0.2477773070082148,-0.0004937721926889974,0.11387503108643605
0.24778976176472692,-0.0004913082629807652,0.10710131827368241
0.24780229422550484,-0.0004890401889802978,0.10032768140563149
0.24781496357926877,-0.0004868839370160073,0.09355406453137739
0.247827676062195,-0.0004848742262879384,0.08678048716530229
0.24784035381419903,-0.0004828579577906938,0.08000685719912133
0.24785298943199405,-0.0004808109796755658,0.07323314589756652
0.24786559551868775,-0.00047875216693972147,0.06645937321203559
0.2478782333185987,-0.0004767336391822783,0.059685566843413224
0.24789085016078902,-0.0004748423555191758,0.052911783601231506
0.24790347389036063,-0.0004732356405147471,0.0461381172137219
0.24791617206635466,-0.0004718417285779853,0.039364533482301234
0.24792898491919738,-0.0004704928704381104,0.032590922676026986
0.2479386076000464,-0.00046934262091212513,0.027409506485035085
0.24794806678300996,-0.00046838476018712263,0.022475872488697316
0.2479577119873505,-0.0004671624195078106,0.0172815849889932
0.2479639891034544,-0.0004663637232609022,0.013866561965122095
0.24796708189753985,-0.00046603874820343443,0.012176894076840519
0.24797018127641665,-0.0004660454155089342,0.010538549637006964
0.24797338287368256,-0.0004658483328895584,0.008793288975516355
0.2479733203760733,-0.0004657591163651104,0.008728731120244124
0.24797322272612818,-0.00046599028101875997,0.008853303398839493
0.2479733543278594,-0.00046576580141088837,0.008751525719767365
0.2479733798103276,-0.0004657821634727402,0.008818365261371907
0.2479734838400523,-0.00046575399707305174,0.008779430367672104
0.2479734573640365,-0.00046578297043655824,0.008800455402054189
0.2479734988933744,-0.0004658679588101538,0.008790003490342565
0.24797342311973533,-0.0004659824258187276,0.008795128473017295
0.24797336297744846,-0.0004660546782436047,0.00879299102492125
0.24797333728361534,-0.0004660028686337718,0.008793924952100398
0.24797328299256133,-0.0004658881922115028,0.008793561658701531
0.24797331255702923,-0.00046573384413596975,0.008793615649409349
0.2479733456591957,-0.00046566197264082083,0.008793602176901203
0.24797335786750382,-0.0004657015681896631,0.00879366922642737
0.24797339175515049,-0.0004658372507438052,0.008793811928685369
0.24797338784027334,-0.00046598040848827696,0.00879394187761445
0.24797333766992397,-0.0004661011635741818,0.008794068701689067
0.24797329092491577,-0.0004661003162425768,0.008794116620488224
0.24797324942316354,-0.0004659329746580773,0.008794057704356586
0.247973188371749,-0.0004657387991656404,0.008793982450477095
0.2481430718996357,-0.00046417649026030903,0.008794001969164708
